ID;İlçe Adı;Mahalle;Sokak;İhbar Tipi;Tahmini Zarar;Yangın Cinsi;Yangın Nedeni;Müdahale Eden Amirlik;İhbar Saati;Çıkış Tarihi;Olay Yerine Ulaşım Saati;Yangın Söndürme Saati;Geri Dönüş Saati
7905;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;18.08.2019 23:36:00;18.08.2019 23:37:00;18.08.2019 23:40:00;18.08.2019 23:50:00;18.08.2019 23:55:00
7904;BANDIRMA;PAŞABAYIR;;ASILSIZ_IHBAR;KISMEN;Ev Yangını;Kasıt;Bandırma Grup Amirliği;19.07.2019 02:55:00;19.07.2019 02:56:00;19.07.2019 03:01:00;19.07.2019 03:22:00;19.07.2019 03:30:00
7903;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Dikkatsizlik;Bandırma Grup Amirliği;15.07.2019 09:07:00;15.07.2019 09:08:00;15.07.2019 09:11:00;15.07.2019 09:59:00;15.07.2019 10:05:00
7902;BANDIRMA;PAŞABAYIR;;ASILSIZ_IHBAR;;Asılsız İhbar;Asılsız İhbar;Bandırma Grup Amirliği;10.07.2019 23:50:00;10.07.2019 23:51:00;10.07.2019 23:55:00;11.07.2019 00:04:00;11.07.2019 00:10:00
7901;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Kasıt;Bandırma Grup Amirliği;01.07.2019 22:22:00;01.07.2019 22:23:00;01.07.2019 22:26:00;01.07.2019 23:10:00;01.07.2019 23:15:00
7900;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ev Yangını;Kasıt;Bandırma Grup Amirliği;01.07.2019 05:23:00;01.07.2019 05:24:00;01.07.2019 05:28:00;01.07.2019 05:53:00;01.07.2019 06:00:00
7899;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ev Yangını;Kasıt;Bandırma Grup Amirliği;25.06.2019 02:49:00;25.06.2019 02:50:00;25.06.2019 02:54:00;25.06.2019 03:10:00;25.06.2019 03:20:00
7898;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ev Yangını;Dikkatsizlik;Bandırma Grup Amirliği;20.06.2019 09:42:00;20.06.2019 09:43:00;20.06.2019 09:47:00;20.06.2019 10:01:00;20.06.2019 10:10:00
7897;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ev Yangını;Kasıt;Bandırma Grup Amirliği;15.06.2019 22:09:00;15.06.2019 22:10:00;15.06.2019 22:14:00;15.06.2019 23:15:00;15.06.2019 23:20:00
7896;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Dikkatsizlik;Bandırma Grup Amirliği;06.06.2019 15:43:00;06.06.2019 15:44:00;06.06.2019 15:49:00;06.06.2019 16:08:00;06.06.2019 16:15:00
7895;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Sigara;Bandırma Grup Amirliği;05.06.2019 17:47:00;05.06.2019 17:48:00;05.06.2019 17:52:00;05.06.2019 18:05:00;05.06.2019 18:10:00
7894;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;30.05.2019 17:30:00;30.05.2019 17:31:00;30.05.2019 17:35:00;30.05.2019 18:25:00;30.05.2019 18:31:00
7893;BANDIRMA;PAŞABAYIR;;ASILSIZ_IHBAR;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Bandırma Grup Amirliği;16.05.2019 22:28:00;16.05.2019 22:29:00;16.05.2019 22:34:00;16.05.2019 22:50:00;16.05.2019 22:55:00
7892;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Dikkatsizlik;Bandırma Grup Amirliği;07.05.2019 03:25:00;07.05.2019 03:25:00;07.05.2019 03:29:00;07.05.2019 03:38:00;07.05.2019 03:44:00
7891;BANDIRMA;PAŞABAYIR;;ASILSIZ_IHBAR;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Bandırma Grup Amirliği;27.04.2019 14:25:00;27.04.2019 14:26:00;27.04.2019 14:30:00;27.04.2019 14:39:00;27.04.2019 14:46:00
7890;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Sigara;Bandırma Grup Amirliği;25.04.2019 11:19:00;25.04.2019 11:20:00;25.04.2019 11:24:00;25.04.2019 11:54:00;25.04.2019 12:00:00
7889;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Elektrik Yangını (Mesken);Elektrik Kontağı;Bandırma Grup Amirliği;10.04.2019 00:42:00;10.04.2019 00:43:00;10.04.2019 00:47:00;10.04.2019 00:52:00;10.04.2019 01:00:00
7888;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;06.04.2019 23:19:00;06.04.2019 23:20:00;06.04.2019 23:25:00;06.04.2019 23:50:00;06.04.2019 23:59:00
7887;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;03.04.2019 20:27:00;03.04.2019 20:28:00;03.04.2019 20:32:00;03.04.2019 20:42:00;03.04.2019 20:50:00
7886;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Ev Yangını;Kasıt;Bandırma Grup Amirliği;30.03.2019 20:59:00;30.03.2019 21:00:00;30.03.2019 21:03:00;30.03.2019 22:15:00;30.03.2019 22:20:00
7885;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Dikkatsizlik;Bandırma Grup Amirliği;29.03.2019 07:53:00;29.03.2019 07:54:00;29.03.2019 07:58:00;29.03.2019 08:14:00;29.03.2019 08:20:00
7884;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Bandırma Grup Amirliği;24.03.2019 21:48:00;24.03.2019 21:49:00;24.03.2019 21:52:00;24.03.2019 22:11:00;24.03.2019 22:15:00
7883;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Bandırma Grup Amirliği;07.03.2019 00:39:00;07.03.2019 00:40:00;07.03.2019 00:43:00;07.03.2019 00:56:00;07.03.2019 01:00:00
7882;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Çöp Yangını;Dikkatsizlik;Bandırma Grup Amirliği;01.03.2019 21:11:00;01.03.2019 21:12:00;01.03.2019 21:16:00;01.03.2019 21:27:00;01.03.2019 21:32:00
7881;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Bandırma Grup Amirliği;28.02.2019 19:00:00;28.02.2019 19:01:00;28.02.2019 19:04:00;28.02.2019 19:35:00;28.02.2019 19:40:00
7880;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;KISMEN;Baca Yangını;İhmal;Bandırma Grup Amirliği;23.02.2019 22:51:00;23.02.2019 22:52:00;23.02.2019 22:57:00;23.02.2019 23:29:00;23.02.2019 23:35:00
7879;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Yangın Zannı;Asılsız İhbar;Bandırma Grup Amirliği;02.02.2019 14:30:00;02.02.2019 14:31:00;02.02.2019 14:36:00;02.02.2019 14:45:00;02.02.2019 14:53:00
7878;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Kasıt;Bandırma Grup Amirliği;01.02.2019 23:02:00;01.02.2019 23:03:00;01.02.2019 23:06:00;01.02.2019 23:54:00;01.02.2019 23:58:00
7877;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Kasıt;Bandırma Grup Amirliği;01.02.2019 16:07:00;01.02.2019 16:08:00;01.02.2019 16:11:00;01.02.2019 16:31:00;01.02.2019 16:35:00
7876;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;TAMAMEN;Çöp Yangını;Kasıt;Bandırma Grup Amirliği;29.01.2019 02:28:00;29.01.2019 02:29:00;29.01.2019 02:33:00;29.01.2019 02:45:00;29.01.2019 02:50:00
7875;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Bandırma Grup Amirliği;20.01.2019 16:39:00;20.01.2019 16:40:00;20.01.2019 16:43:00;20.01.2019 17:16:00;20.01.2019 17:20:00
7874;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Tedbirsizlik;Bandırma Grup Amirliği;29.12.2018 18:44:00;29.12.2018 18:45:00;29.12.2018 18:49:00;29.12.2018 19:03:00;29.12.2018 19:08:00
7873;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Tedbirsizlik;Bandırma Grup Amirliği;26.12.2018 19:37:00;26.12.2018 19:38:00;26.12.2018 19:44:00;26.12.2018 20:02:00;26.12.2018 20:10:00
7872;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Bandırma Grup Amirliği;02.12.2018 16:53:00;02.12.2018 16:54:00;02.12.2018 16:59:00;02.12.2018 17:24:00;02.12.2018 17:30:00
7871;BANDIRMA;PAŞABAYIR;;ASILSIZ_IHBAR;;Asılsız İhbar;Asılsız İhbar;Bandırma Grup Amirliği;27.08.2018 22:34:00;27.08.2018 22:35:00;27.08.2018 22:50:00;27.08.2018 23:03:00;27.08.2018 23:20:00
7870;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Dikkatsizlik;Bandırma Grup Amirliği;23.08.2018 18:09:00;23.08.2018 18:10:00;23.08.2018 18:15:00;23.08.2018 18:35:00;23.08.2018 18:45:00
7869;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Dikkatsizlik;Bandırma Grup Amirliği;23.08.2018 18:09:00;23.08.2018 18:10:00;23.08.2018 18:15:00;23.08.2018 18:40:00;23.08.2018 18:45:00
7868;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;18.08.2018 23:10:00;18.08.2018 23:11:00;18.08.2018 23:16:00;18.08.2018 23:21:00;18.08.2018 23:28:00
7867;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;TAMAMEN;Araç Yangını;Arıza;Bandırma Grup Amirliği;03.08.2018 01:39:00;03.08.2018 01:40:00;03.08.2018 01:44:00;03.08.2018 04:30:00;03.08.2018 04:37:00
7866;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;18.07.2018 22:06:00;18.07.2018 22:07:00;18.07.2018 22:11:00;18.07.2018 22:25:00;18.07.2018 22:30:00
7865;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Bandırma Grup Amirliği;10.07.2018 05:11:00;10.07.2018 05:12:00;10.07.2018 05:17:00;10.07.2018 05:33:00;10.07.2018 05:38:00
7864;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;14.06.2018 02:40:00;14.06.2018 02:41:00;14.06.2018 02:44:00;14.06.2018 03:02:00;14.06.2018 03:06:00
7863;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Elektrik Yangını;Elektrik Kontağı;Bandırma Grup Amirliği;24.05.2018 12:41:00;24.05.2018 12:42:00;24.05.2018 12:45:00;24.05.2018 13:00:00;24.05.2018 13:06:00
7862;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;TAMAMEN;Diğer Yangınlar;Kasıt;Bandırma Grup Amirliği;09.05.2018 20:31:00;09.05.2018 20:32:00;09.05.2018 20:35:00;09.05.2018 20:50:00;09.05.2018 20:55:00
7861;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Diğer;Bandırma Grup Amirliği;06.05.2018 22:30:00;06.05.2018 22:31:00;06.05.2018 22:35:00;06.05.2018 22:55:00;06.05.2018 23:00:00
7860;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Diğer;Bandırma Grup Amirliği;06.05.2018 22:14:00;06.05.2018 22:15:00;06.05.2018 22:18:00;06.05.2018 22:35:00;06.05.2018 22:40:00
7859;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Gaz Kaçağı;Bandırma Grup Amirliği;05.05.2018 18:22:00;05.05.2018 18:23:00;05.05.2018 18:26:00;05.05.2018 18:43:00;05.05.2018 18:47:00
7858;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Dikkatsizlik;Bandırma Grup Amirliği;27.04.2018 23:32:00;27.04.2018 23:33:00;27.04.2018 23:37:00;28.04.2018 00:20:00;28.04.2018 00:25:00
7857;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Bandırma Grup Amirliği;24.04.2018 13:02:00;24.04.2018 13:03:00;24.04.2018 13:07:00;24.04.2018 13:25:00;24.04.2018 13:30:00
7856;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Tedbirsizlik;Bandırma Grup Amirliği;10.04.2018 11:44:00;10.04.2018 11:45:00;10.04.2018 11:50:00;10.04.2018 12:05:00;10.04.2018 12:10:00
7855;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Tedbirsizlik;Bandırma Grup Amirliği;22.03.2018 11:42:00;22.03.2018 11:43:00;22.03.2018 11:46:00;22.03.2018 12:23:00;22.03.2018 12:28:00
7854;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Kasıt;Bandırma Grup Amirliği;20.03.2018 19:44:00;20.03.2018 19:45:00;20.03.2018 19:50:00;20.03.2018 20:00:00;20.03.2018 20:05:00
7853;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Tedbirsizlik;Bandırma Grup Amirliği;11.03.2018 15:49:00;11.03.2018 15:50:00;11.03.2018 15:54:00;11.03.2018 16:05:00;11.03.2018 16:10:00
7852;BANDIRMA;PAŞABAYIR;;ASILSIZ_IHBAR;;Asılsız İhbar;Asılsız İhbar;Bandırma Grup Amirliği;19.02.2018 23:07:00;19.02.2018 23:08:00;19.02.2018 23:11:00;19.02.2018 23:20:00;19.02.2018 23:25:00
7851;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;;Bandırma Grup Amirliği;17.02.2018 08:10:00;17.02.2018 08:11:00;17.02.2018 08:15:00;;17.02.2018 08:36:00
7850;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Dikkatsizlik;Bandırma Grup Amirliği;13.02.2018 03:35:00;13.02.2018 03:36:00;13.02.2018 03:41:00;13.02.2018 04:03:00;13.02.2018 04:10:00
7849;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Dikkatsizlik;Bandırma Grup Amirliği;10.02.2018 22:46:00;10.02.2018 22:47:00;10.02.2018 22:50:00;10.02.2018 23:10:00;10.02.2018 23:15:00
7848;BANDIRMA;PAŞABAYIR;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Tedbirsizlik;Bandırma Grup Amirliği;11.01.2018 10:44:00;11.01.2018 10:45:00;11.01.2018 10:48:00;11.01.2018 11:00:00;11.01.2018 11:08:00
7847;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Arıza;Karesi Grup Amirliği;16.01.2020 18:32:00;16.01.2020 18:33:00;16.01.2020 18:35:00;16.01.2020 18:40:00;16.01.2020 18:56:00
7846;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Arıza;Karesi Grup Amirliği;10.01.2020 21:49:00;10.01.2020 21:50:00;10.01.2020 21:55:00;;10.01.2020 22:15:00
7845;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Asılsız İhbar;Asılsız İhbar;Karesi Grup Amirliği;13.12.2019 20:34:00;13.12.2019 20:35:00;13.12.2019 20:39:00;13.12.2019 20:49:00;13.12.2019 20:53:00
7844;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Dikkatsizlik;Karesi Grup Amirliği;13.12.2019 17:05:00;13.12.2019 17:06:00;13.12.2019 17:09:00;13.12.2019 17:34:00;13.12.2019 17:40:00
7843;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Tedbirsizlik;Karesi Grup Amirliği;13.12.2019 12:20:00;13.12.2019 12:21:00;13.12.2019 12:25:00;13.12.2019 12:57:00;13.12.2019 13:04:00
7842;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Dikkatsizlik;Karesi Grup Amirliği;04.12.2019 10:38:00;04.12.2019 10:39:00;04.12.2019 10:42:00;04.12.2019 10:59:00;04.12.2019 11:04:00
7841;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Kasıt;Karesi Grup Amirliği;29.11.2019 16:26:00;29.11.2019 16:37:00;29.11.2019 16:44:00;29.11.2019 16:57:00;29.11.2019 17:08:00
7840;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Tedbirsizlik;Karesi Grup Amirliği;19.10.2019 05:22:00;19.10.2019 05:23:00;19.10.2019 05:25:00;19.10.2019 05:40:00;19.10.2019 06:18:00
7839;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Arıza;Karesi Grup Amirliği;13.10.2019 07:47:00;13.10.2019 07:48:00;13.10.2019 07:50:00;13.10.2019 08:00:00;13.10.2019 08:15:00
7838;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Dikkatsizlik;Karesi Grup Amirliği;03.10.2019 14:16:00;03.10.2019 14:17:00;03.10.2019 14:20:00;03.10.2019 14:35:00;03.10.2019 14:41:00
7837;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çatı Yangını;Dikkatsizlik;Karesi Grup Amirliği;26.09.2019 16:57:00;26.09.2019 16:58:00;26.09.2019 17:01:00;26.09.2019 17:48:00;26.09.2019 17:51:00
7836;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Elektrik Kontağı;Karesi Grup Amirliği;22.09.2019 19:40:00;22.09.2019 19:41:00;22.09.2019 19:43:00;22.09.2019 19:57:00;22.09.2019 19:59:00
7835;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;Ot Yangını;Elektrik Kontağı;Karesi Grup Amirliği;15.09.2019 17:52:00;15.09.2019 17:53:00;15.09.2019 17:57:00;15.09.2019 18:00:00;15.09.2019 18:09:00
7834;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Bina Yangını;Tespit Edilemedi;Karesi Grup Amirliği;02.09.2019 14:26:00;02.09.2019 14:27:00;02.09.2019 14:30:00;02.09.2019 14:54:00;02.09.2019 14:58:00
7833;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Sigara;Karesi Grup Amirliği;31.08.2019 16:30:00;31.08.2019 16:31:00;31.08.2019 16:34:00;31.08.2019 16:42:00;31.08.2019 16:50:00
7832;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Karesi Grup Amirliği;24.08.2019 15:11:00;24.08.2019 15:12:00;24.08.2019 15:16:00;24.08.2019 15:29:00;24.08.2019 15:35:00
7831;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Karesi Grup Amirliği;20.08.2019 04:44:00;20.08.2019 04:45:00;20.08.2019 04:46:00;20.08.2019 04:50:00;20.08.2019 05:22:00
7830;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Karesi Grup Amirliği;20.08.2019 04:44:00;20.08.2019 04:45:00;20.08.2019 04:47:00;20.08.2019 05:10:00;20.08.2019 05:22:00
7829;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Elektrik Kontağı;Karesi Grup Amirliği;13.08.2019 10:17:00;13.08.2019 10:18:00;13.08.2019 10:22:00;13.08.2019 10:30:00;13.08.2019 10:44:00
7828;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Elektrik Kontağı;Karesi Grup Amirliği;30.07.2019 23:48:00;30.07.2019 23:50:00;30.07.2019 23:52:00;31.07.2019 00:00:00;31.07.2019 00:15:00
7827;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Kasıt;Karesi Grup Amirliği;22.07.2019 16:48:00;22.07.2019 16:49:00;22.07.2019 16:53:00;22.07.2019 17:10:00;22.07.2019 17:18:00
7826;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Karesi Grup Amirliği;20.07.2019 00:44:00;20.07.2019 00:45:00;20.07.2019 00:48:00;20.07.2019 01:10:00;20.07.2019 01:15:00
7825;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Tespit Edilemedi;Karesi Grup Amirliği;04.07.2019 17:07:00;04.07.2019 17:08:00;04.07.2019 17:11:00;04.07.2019 18:00:00;04.07.2019 18:05:00
7824;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Kasıt;Karesi Grup Amirliği;28.06.2019 16:48:00;28.06.2019 16:49:00;28.06.2019 16:52:00;28.06.2019 17:10:00;28.06.2019 17:16:00
7823;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;İşyeri Yangını;Dikkatsizlik;Karesi Grup Amirliği;28.06.2019 14:03:00;28.06.2019 14:04:00;28.06.2019 14:07:00;28.06.2019 14:20:00;28.06.2019 14:25:00
7822;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Tespit Edilemedi;Karesi Grup Amirliği;25.06.2019 05:40:00;25.06.2019 05:42:00;25.06.2019 05:45:00;25.06.2019 05:50:00;25.06.2019 06:10:00
7821;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;Araç Yangını;Kasıt;Karesi Grup Amirliği;25.06.2019 02:36:00;25.06.2019 02:36:00;25.06.2019 02:39:00;25.06.2019 02:50:00;25.06.2019 02:52:00
7820;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;Çatı Yangını;Dikkatsizlik;Karesi Grup Amirliği;20.06.2019 14:16:00;20.06.2019 14:17:00;20.06.2019 14:20:00;20.06.2019 14:25:00;20.06.2019 15:25:00
7819;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;İşyeri Yangını;Elektrik Kontağı;Karesi Grup Amirliği;18.06.2019 07:29:00;18.06.2019 07:30:00;18.06.2019 07:33:00;18.06.2019 07:36:00;18.06.2019 08:15:00
7818;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ot Yangını;Dikkatsizlik;Karesi Grup Amirliği;31.05.2019 00:04:00;;;;
7817;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Baca Yangını;Dikkatsizlik;Merkez Grup Amirliği;15.05.2019 09:21:00;15.05.2019 09:23:00;15.05.2019 09:27:00;15.05.2019 09:45:00;15.05.2019 09:52:00
7816;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Ev Yangını;Dikkatsizlik;Karesi Grup Amirliği;14.05.2019 14:25:00;14.05.2019 14:26:00;14.05.2019 14:29:00;14.05.2019 15:00:00;14.05.2019 15:05:00
7815;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;KISMEN;Diğer Yangınlar;Dikkatsizlik;Karesi Grup Amirliği;06.05.2019 14:45:00;06.05.2019 14:46:00;06.05.2019 14:49:00;06.05.2019 15:05:00;06.05.2019 15:23:00
7814;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Diğer Yangınlar;Kasıt;Karesi Grup Amirliği;05.05.2019 21:23:00;05.05.2019 21:24:00;05.05.2019 21:27:00;05.05.2019 21:47:00;05.05.2019 21:54:00
7813;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Anız Yangını;Doğal Olaylar;Karesi Grup Amirliği;02.05.2019 15:06:00;02.05.2019 15:07:00;02.05.2019 15:09:00;02.05.2019 15:20:00;02.05.2019 15:25:00
7812;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Araç Yangını;Elektrik Kontağı;Karesi Grup Amirliği;02.05.2019 09:36:00;02.05.2019 09:37:00;02.05.2019 09:40:00;02.05.2019 10:00:00;02.05.2019 10:05:00
7811;KARESİ;PAŞAALANI;;YUZ_ON_IKI_CAGRI;BASLANGIC_HALINDE;Çöp Yangını;Kasıt;Karesi Grup Amirliği;27.04.2019 00:30:00;27.04.2019 00:31:00;27.04.2019 00:35:00;27.04.2019 00:43:00;27.04.2019 00:48:00
